,price,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
20682,2500,limousine,manual,110,civic,150000,petrol,honda,no,17.58
20683,20950,suv,manual,140,tiguan,60000,diesel,volkswagen,no,5.83
20684,990,limousine,manual,170,e_klasse,150000,petrol,mercedes_benz,no,20.58
20686,6300,limousine,manual,122,1er,150000,petrol,bmw,yes,10.58
20688,14399,cabrio,manual,252,boxster,125000,petrol,porsche,no,17.33
20692,8500,limousine,manual,150,a3,70000,petrol,audi,no,12.42
20694,9300,station wagon,manual,163,3er,150000,diesel,bmw,no,12.75
20695,29500,limousine,automatic,387,e_klasse,100000,petrol,mercedes_benz,no,11.0
20696,38800,suv,automatic,184,x_reihe,30000,petrol,bmw,no,6.0
20698,200,small car,manual,44,others,100000,petrol,fiat,yes,23.58
20699,7900,station wagon,manual,163,3er,150000,diesel,bmw,no,13.75
20700,1475,limousine,manual,150,5er,150000,petrol,bmw,no,21.08
20701,11900,limousine,automatic,116,a_klasse,40000,petrol,mercedes_benz,no,9.5
20704,9990,station wagon,manual,140,astra,125000,lpg,opel,no,6.83
20707,1200,limousine,manual,101,passat,150000,petrol,volkswagen,no,21.17
20708,16200,limousine,manual,116,1er,60000,diesel,bmw,no,7.0
20709,12500,limousine,manual,143,1er,150000,diesel,bmw,no,11.83
20710,2050,limousine,manual,101,a4,150000,petrol,audi,no,19.58
20712,4100,limousine,manual,118,1er,150000,petrol,bmw,no,12.08
20713,7000,suv,automatic,272,m_klasse,150000,lpg,mercedes_benz,no,17.58
20714,6699,station wagon,automatic,105,fabia,150000,petrol,skoda,no,9.58
20715,3850,small car,manual,64,polo,150000,petrol,volkswagen,no,13.67
20717,13999,coupe,manual,252,a5,150000,diesel,audi,no,10.75
20718,1650,station wagon,manual,144,v70,150000,petrol,volvo,no,21.0
20719,2600,limousine,manual,95,colt,125000,diesel,mitsubishi,no,14.92
20721,8600,cabrio,manual,150,beetle,90000,petrol,volkswagen,no,12.42
20722,1350,station wagon,manual,101,astra,150000,petrol,opel,no,18.0
20723,2300,limousine,manual,170,5er,150000,petrol,bmw,no,20.33
20724,12750,coupe,manual,160,scirocco,50000,petrol,volkswagen,no,11.0
20725,3800,small car,automatic,71,fortwo,125000,petrol,smart,no,11.58
20726,8900,limousine,automatic,122,c_klasse,125000,diesel,mercedes_benz,no,11.33
20727,850,small car,manual,67,corsa,150000,diesel,opel,no,19.67
20728,7300,station wagon,automatic,180,a6,150000,diesel,audi,no,14.33
20731,2999,small car,manual,116,beetle,125000,petrol,volkswagen,no,19.33
20732,3000,limousine,manual,150,bora,150000,petrol,volkswagen,yes,20.67
20733,1590,station wagon,manual,116,v40,150000,petrol,volvo,no,19.92
20734,3999,cabrio,manual,116,golf,150000,petrol,volkswagen,no,17.25
20735,5500,bus,manual,105,touran,150000,diesel,volkswagen,no,13.58
20736,1100,bus,manual,125,zafira,150000,petrol,opel,yes,16.08
20739,599,small car,manual,86,yaris,150000,petrol,toyota,yes,17.17
20740,5280,station wagon,manual,150,3er,150000,diesel,bmw,no,14.83
20741,4500,station wagon,manual,140,mondeo,150000,diesel,ford,yes,8.08
20742,1200,limousine,manual,102,a3,125000,petrol,audi,yes,18.5
20743,3150,station wagon,manual,165,a6,150000,petrol,audi,no,18.67
20745,7500,bus,manual,90,transit,80000,diesel,ford,no,6.08
20746,6400,limousine,automatic,150,e_klasse,150000,diesel,mercedes_benz,no,15.75
20747,4900,limousine,manual,140,octavia,150000,diesel,skoda,no,14.67
20748,2500,others,manual,75,berlingo,150000,petrol,citroen,no,18.92
20749,4500,small car,manual,101,ibiza,150000,petrol,seat,no,13.33
20751,600,limousine,manual,75,golf,150000,petrol,volkswagen,no,27.92
20753,2000,limousine,manual,125,others,150000,diesel,mercedes_benz,no,37.17
20754,100,small car,automatic,75,clio,150000,petrol,renault,no,22.67
20756,2950,limousine,manual,98,almera,150000,petrol,nissan,no,13.58
20757,10998,limousine,automatic,141,qashqai,100000,petrol,nissan,no,10.08
20759,4000,small car,manual,75,sandero,20000,petrol,dacia,no,9.83
20761,2900,coupe,automatic,170,3er,150000,petrol,bmw,no,18.17
20762,8100,station wagon,manual,163,a4,150000,petrol,audi,no,12.25
20765,8470,suv,manual,152,freelander,150000,diesel,land_rover,no,10.67
20767,10699,station wagon,manual,131,a4,50000,petrol,audi,no,12.42
20768,11900,cabrio,automatic,284,others,150000,petrol,jaguar,no,21.5
20771,10999,station wagon,manual,140,passat,100000,diesel,volkswagen,no,8.33
20772,59900,cabrio,automatic,179,sl,80000,petrol,mercedes_benz,no,30.5
20774,399,station wagon,manual,101,vectra,150000,petrol,opel,no,20.5
20775,1000,station wagon,manual,110,golf,150000,diesel,volkswagen,no,21.5
20778,8990,cabrio,manual,145,mx_reihe,80000,petrol,mazda,no,16.25
20779,950,limousine,manual,75,golf,150000,petrol,volkswagen,no,26.92
20781,2950,coupe,automatic,193,clk,150000,petrol,mercedes_benz,no,18.33
20785,16900,cabrio,manual,228,boxster,125000,petrol,porsche,no,14.25
20786,100,coupe,manual,75,others,150000,petrol,citroen,yes,18.0
20788,4100,limousine,automatic,163,a4,150000,petrol,audi,no,15.83
20790,4999,cabrio,manual,136,3_reihe,125000,petrol,peugeot,no,15.83
20791,1699,small car,manual,58,corsa,150000,petrol,opel,no,16.33
20792,2650,coupe,manual,118,3er,150000,petrol,bmw,no,17.67
20794,2000,station wagon,manual,82,focus,150000,petrol,ford,no,16.58
20795,5800,suv,manual,141,tucson,125000,petrol,hyundai,no,13.0
20797,7590,coupe,manual,175,cooper,150000,petrol,mini,no,11.42
20798,13999,limousine,manual,156,c_klasse,60000,petrol,mercedes_benz,no,9.83
20799,7777,station wagon,manual,90,ibiza,80000,diesel,seat,no,6.92
20802,799,small car,automatic,54,fortwo,100000,petrol,smart,no,16.08
20803,5750,small car,manual,69,fabia,70000,petrol,skoda,no,10.0
20805,3650,station wagon,manual,143,6_reihe,150000,diesel,mazda,no,12.33
20806,1500,limousine,manual,128,octavia,150000,diesel,skoda,no,18.5
20807,1200,limousine,automatic,150,e_klasse,150000,petrol,mercedes_benz,no,25.92
20808,6999,limousine,manual,105,golf,150000,diesel,volkswagen,no,11.83
20810,2000,station wagon,manual,134,mondeo,150000,diesel,ford,no,13.83
20811,9899,station wagon,manual,131,megane,90000,diesel,renault,no,6.42
20812,5200,limousine,manual,150,e_klasse,150000,diesel,mercedes_benz,no,16.67
20814,19999,small car,manual,330,1er,80000,diesel,bmw,no,13.08
20815,950,coupe,manual,60,2_reihe,150000,petrol,peugeot,no,21.0
20816,6200,limousine,automatic,177,5er,150000,diesel,bmw,no,13.58
20818,1800,limousine,manual,102,a_klasse,125000,petrol,mercedes_benz,no,16.58
20819,6150,bus,manual,110,transporter,150000,petrol,volkswagen,no,23.08
20820,2700,station wagon,automatic,163,a4,150000,diesel,audi,no,15.17
20823,500,small car,manual,40,twingo,150000,petrol,renault,yes,24.67
20824,7000,limousine,manual,116,1er,150000,petrol,bmw,no,12.25
20825,6299,station wagon,manual,163,5er,150000,diesel,bmw,no,16.92
20826,9999,bus,automatic,116,b_klasse,50000,petrol,mercedes_benz,no,10.67
20827,3500,limousine,manual,192,3er,150000,petrol,bmw,no,17.42
20829,2400,limousine,manual,163,a6,150000,diesel,audi,no,16.67
20830,500,limousine,automatic,116,omega,125000,petrol,opel,no,29.33
20832,4450,limousine,manual,90,golf,150000,diesel,volkswagen,no,13.92
20833,999,small car,manual,60,punto,150000,petrol,fiat,yes,15.0
20834,3450,station wagon,manual,110,passat,150000,diesel,volkswagen,no,16.92
20836,7300,limousine,manual,110,astra,150000,diesel,opel,no,8.67
20837,3950,coupe,manual,179,tt,150000,petrol,audi,no,16.0
20838,10000,small car,manual,60,up,5000,petrol,volkswagen,no,3.33
20839,4000,limousine,manual,105,astra,100000,petrol,opel,no,13.42
20840,5800,bus,manual,140,touran,150000,diesel,volkswagen,no,13.0
20841,8800,station wagon,automatic,190,a6,150000,diesel,audi,no,8.67
20842,7000,station wagon,manual,150,vectra,150000,diesel,opel,no,11.5
20843,7950,limousine,manual,70,ibiza,50000,petrol,seat,no,6.25
20844,3800,limousine,manual,102,a3,150000,petrol,audi,no,15.33
20845,1000,limousine,manual,101,astra,150000,petrol,opel,no,20.58
20846,8350,bus,manual,140,b_klasse,100000,diesel,mercedes_benz,no,11.67
20847,29990,limousine,automatic,306,others,70000,hybrid,bmw,no,8.0
20848,1000,small car,manual,88,2_reihe,150000,petrol,peugeot,yes,18.75
20849,8000,limousine,manual,101,astra,90000,petrol,opel,no,8.33
20850,4700,coupe,manual,80,fox,60000,petrol,volkswagen,yes,10.58
20851,2599,small car,manual,75,polo,80000,petrol,volkswagen,no,16.33
20852,4300,limousine,manual,82,a_klasse,70000,petrol,mercedes_benz,no,14.5
20853,1500,small car,automatic,54,micra,150000,petrol,nissan,no,21.42
20855,12490,cabrio,manual,160,eos,50000,petrol,volkswagen,no,10.58
20857,6900,limousine,automatic,197,s_klasse,150000,diesel,mercedes_benz,no,17.5
20858,3550,small car,manual,88,2_reihe,125000,petrol,peugeot,no,12.33
20859,1700,small car,manual,50,polo,150000,petrol,volkswagen,no,17.42
20861,4300,station wagon,manual,170,e_klasse,150000,diesel,mercedes_benz,yes,17.92
20862,2800,small car,manual,76,others,60000,petrol,suzuki,no,15.17
20864,1099,small car,manual,54,corsa,150000,petrol,opel,no,20.83
20866,5800,suv,manual,141,tucson,150000,lpg,hyundai,no,11.17
20867,950,small car,manual,58,corsa,150000,petrol,opel,no,17.08
20868,13800,suv,automatic,166,grand,20000,petrol,suzuki,no,8.33
20869,750,small car,manual,75,polo,150000,petrol,volkswagen,no,20.33
20870,1100,limousine,manual,68,golf,150000,diesel,volkswagen,no,19.25
20871,3990,bus,manual,75,golf,150000,petrol,volkswagen,no,13.5
20872,7700,bus,manual,102,caddy,150000,diesel,volkswagen,yes,6.42
20873,5200,station wagon,manual,74,focus,150000,petrol,ford,no,9.83
20876,7299,station wagon,manual,177,5er,150000,diesel,bmw,no,13.0
20877,3400,station wagon,manual,129,mondeo,150000,diesel,ford,no,12.33
20878,18500,station wagon,manual,140,passat,60000,diesel,volkswagen,no,7.92
20880,1500,small car,manual,45,others,60000,petrol,fiat,yes,40.08
20882,23900,bus,manual,140,sharan,70000,diesel,volkswagen,no,7.75
20883,10000,station wagon,manual,184,golf,60000,diesel,volkswagen,no,5.17
20884,34900,limousine,automatic,449,x_reihe,125000,petrol,bmw,no,8.08
20885,600,limousine,manual,95,mondeo,150000,petrol,ford,no,19.67
20886,2000,suv,manual,105,others,150000,petrol,honda,no,18.67
20887,900,small car,manual,50,arosa,125000,petrol,seat,yes,19.17
20888,1290,small car,manual,75,kalos,125000,petrol,daewoo,no,14.0
20889,9920,coupe,manual,190,others,150000,petrol,volkswagen,no,27.0
20891,999,station wagon,automatic,224,e_klasse,150000,petrol,mercedes_benz,no,19.08
20892,5900,cabrio,manual,143,3er,150000,petrol,bmw,no,16.42
20895,17900,station wagon,manual,170,a4,125000,diesel,audi,no,8.75
20897,800,small car,manual,75,yaris,100000,petrol,toyota,no,16.75
20898,1600,small car,manual,67,getz,150000,petrol,hyundai,no,11.33
20899,7800,station wagon,manual,110,astra,80000,diesel,opel,no,7.08
20900,1650,limousine,manual,114,3er,150000,petrol,bmw,no,19.42
20903,2349,bus,manual,116,galaxy,150000,diesel,ford,no,18.83
20904,10200,bus,manual,140,s_max,150000,diesel,ford,no,9.92
20905,2200,cabrio,manual,136,clk,150000,petrol,mercedes_benz,yes,19.5
20906,499,limousine,manual,144,omega,150000,petrol,opel,no,19.92
20907,17850,limousine,manual,122,a1,20000,petrol,audi,no,3.17
20908,7300,station wagon,manual,140,a4,150000,diesel,audi,no,14.0
20910,2100,others,manual,60,transporter,150000,petrol,volkswagen,yes,36.0
20911,350,limousine,manual,75,golf,150000,petrol,volkswagen,no,21.08
20912,2950,station wagon,automatic,192,5er,150000,petrol,bmw,yes,17.92
20913,2500,limousine,manual,150,a3,150000,petrol,audi,yes,14.5
20914,6500,station wagon,automatic,155,signum,125000,petrol,opel,no,16.0
20915,1750,station wagon,manual,135,4_reihe,150000,diesel,peugeot,no,15.0
20917,5400,bus,manual,88,transporter,150000,diesel,volkswagen,no,18.75
20918,4000,coupe,manual,90,scirocco,150000,petrol,volkswagen,no,32.17
20919,3099,limousine,manual,75,golf,150000,petrol,volkswagen,no,13.33
20920,500,limousine,manual,114,almera,150000,petrol,nissan,yes,19.0
20921,750,small car,manual,60,golf,150000,petrol,volkswagen,no,21.17
20927,14850,station wagon,manual,140,a6,90000,diesel,audi,no,10.67
20928,17680,station wagon,manual,136,i_reihe,20000,diesel,hyundai,no,3.83
20930,3950,small car,automatic,80,fusion,125000,petrol,ford,no,10.58
20931,15000,coupe,automatic,330,cl,125000,petrol,mercedes_benz,no,17.0
20932,22900,cabrio,manual,218,3er,40000,petrol,bmw,no,8.33
20933,850,small car,manual,60,corsa,150000,petrol,opel,no,23.0
20934,4650,small car,manual,95,2_reihe,80000,petrol,peugeot,no,9.33
20936,3300,station wagon,manual,109,others,150000,diesel,peugeot,no,11.58
20938,3850,small car,manual,68,c3,150000,diesel,citroen,no,10.25
20939,8000,station wagon,manual,150,signum,100000,diesel,opel,no,10.58
20940,2290,limousine,manual,105,leon,150000,petrol,seat,no,15.25
20941,400,small car,manual,73,punto,150000,petrol,fiat,yes,20.0
20942,23999,station wagon,automatic,204,5er,100000,diesel,bmw,no,7.17
20943,12250,small car,manual,105,fabia,40000,petrol,skoda,no,5.83
20944,14500,suv,manual,147,forester,80000,diesel,subaru,no,8.33
20946,3100,small car,manual,108,2_reihe,150000,diesel,peugeot,yes,12.5
20948,3750,small car,manual,75,polo,125000,petrol,volkswagen,no,14.33
20949,7500,station wagon,manual,150,c_klasse,150000,diesel,mercedes_benz,no,11.42
20950,7500,small car,manual,86,i_reihe,30000,petrol,hyundai,no,4.25
20953,700,station wagon,manual,132,e_klasse,150000,petrol,mercedes_benz,yes,26.58
20955,2500,station wagon,automatic,130,bora,150000,diesel,volkswagen,no,17.0
20956,900,station wagon,manual,120,omega,5000,diesel,opel,yes,17.42
20957,12995,others,manual,204,1er,150000,diesel,bmw,yes,9.83
20958,790,small car,manual,75,twingo,150000,petrol,renault,no,17.67
20959,10800,limousine,automatic,220,e_klasse,150000,petrol,mercedes_benz,no,25.92
20960,4900,bus,automatic,256,others,150000,petrol,chevrolet,no,18.58
20961,26490,coupe,manual,271,others,20000,petrol,peugeot,no,5.0
20962,450,coupe,manual,75,civic,150000,petrol,honda,no,23.58
20966,2390,limousine,manual,155,a6,150000,diesel,audi,yes,17.83
20968,5000,small car,manual,69,polo,125000,diesel,volkswagen,no,10.17
20969,17900,coupe,manual,218,1er,60000,petrol,bmw,no,9.0
20970,20500,limousine,automatic,286,3er,150000,diesel,bmw,no,9.83
20971,3800,small car,manual,86,ibiza,80000,petrol,seat,no,11.58
20975,9300,small car,manual,69,polo,30000,petrol,volkswagen,no,7.08
20976,15000,bus,manual,116,others,40000,diesel,ford,no,3.75
20977,3200,suv,manual,87,grand,150000,diesel,suzuki,no,19.83
20979,8970,limousine,automatic,232,a6,150000,diesel,audi,no,11.75
20980,5400,bus,manual,69,roomster,150000,petrol,skoda,no,9.42
20981,4790,station wagon,manual,101,clio,125000,petrol,renault,no,9.17
20984,7500,coupe,automatic,180,others,150000,petrol,mercedes_benz,no,26.67
20985,6900,bus,manual,136,verso,150000,diesel,toyota,no,11.25
20986,49000,limousine,automatic,258,5er,50000,diesel,bmw,no,5.0
20989,4000,others,manual,84,others,150000,diesel,volkswagen,no,11.67
20990,6999,coupe,automatic,143,c_klasse,125000,diesel,mercedes_benz,no,18.0
20994,500,small car,manual,55,punto,80000,petrol,fiat,no,22.08
20995,1799,limousine,manual,116,156,125000,diesel,alfa_romeo,no,15.5
20996,39000,station wagon,automatic,184,octavia,5000,diesel,skoda,no,2.33
20997,7999,limousine,automatic,224,e_klasse,150000,diesel,mercedes_benz,no,12.17
20999,4250,small car,manual,86,ibiza,100000,petrol,seat,no,12.67
21000,1500,limousine,manual,174,a4,150000,petrol,audi,no,23.42
21001,1299,limousine,manual,125,carisma,150000,petrol,mitsubishi,no,19.58
21010,900,station wagon,manual,97,others,150000,petrol,suzuki,no,18.75
21012,2200,limousine,automatic,179,a6,150000,diesel,audi,no,18.67
21013,4250,station wagon,manual,129,avensis,150000,petrol,toyota,no,14.5
21014,7900,station wagon,manual,145,mondeo,125000,petrol,ford,no,9.5
21015,4850,station wagon,automatic,163,a6,150000,diesel,audi,no,15.0
21016,6000,station wagon,manual,116,3er,150000,diesel,bmw,no,14.92
21021,12000,station wagon,automatic,354,c_klasse,125000,petrol,mercedes_benz,no,15.67
21023,850,small car,automatic,54,seicento,100000,petrol,fiat,yes,16.0
21024,2950,small car,manual,69,corsa,150000,diesel,opel,no,14.58
21025,3200,station wagon,manual,131,passat,150000,diesel,volkswagen,yes,17.33
21026,3600,limousine,manual,105,golf,150000,diesel,volkswagen,yes,15.83
21027,5750,bus,manual,84,doblo,150000,diesel,fiat,no,11.42
21028,600,small car,manual,60,punto,150000,petrol,fiat,no,18.25
21030,600,small car,manual,102,fiesta,150000,petrol,ford,no,20.92
21032,5950,small car,manual,68,punto,80000,petrol,fiat,no,6.25
21033,2000,station wagon,manual,105,golf,150000,petrol,volkswagen,no,18.17
21035,2850,station wagon,manual,116,c_klasse,150000,diesel,mercedes_benz,no,15.25
21038,8000,limousine,manual,200,golf,150000,petrol,volkswagen,no,13.92
21039,699,small car,manual,50,fiesta,5000,petrol,ford,no,20.92
21040,7750,cabrio,manual,197,slk,125000,petrol,mercedes_benz,no,16.75
21042,1200,station wagon,manual,115,passat,150000,petrol,volkswagen,no,24.25
21043,12300,limousine,manual,140,astra,30000,petrol,opel,no,5.83
21045,3100,coupe,manual,116,others,150000,petrol,volkswagen,no,25.75
21048,5000,small car,automatic,102,golf,125000,petrol,volkswagen,no,14.67
21051,500,limousine,automatic,203,others,150000,petrol,chrysler,yes,17.42
21052,1100,limousine,manual,101,passat,150000,petrol,volkswagen,no,19.17
21053,650,limousine,manual,75,a_klasse,150000,petrol,mercedes_benz,yes,20.67
21054,6750,limousine,manual,125,leon,125000,petrol,seat,no,8.75
21055,4700,bus,manual,101,zafira,100000,petrol,opel,no,15.0
21056,1650,limousine,automatic,125,a4,150000,petrol,audi,no,23.0
21057,3650,station wagon,manual,109,focus,125000,diesel,ford,no,13.92
21058,2100,limousine,manual,150,a6,150000,petrol,audi,no,21.25
21059,1500,small car,manual,73,3_reihe,125000,petrol,mazda,no,21.33
21060,500,small car,manual,60,fiesta,125000,petrol,ford,no,21.83
21061,2300,station wagon,automatic,192,5er,150000,petrol,bmw,yes,15.17
21062,800,cabrio,manual,88,punto,125000,petrol,fiat,no,23.83
21063,2490,station wagon,automatic,163,5er,150000,diesel,bmw,no,18.25
21064,2000,small car,manual,60,fiesta,150000,petrol,ford,no,15.17
21066,900,coupe,manual,106,tigra,5000,petrol,opel,no,19.5
21067,10700,limousine,manual,170,a3,150000,diesel,audi,no,11.33
21068,5300,bus,manual,131,alhambra,150000,diesel,seat,no,13.58
21070,12500,limousine,automatic,231,5er,150000,diesel,bmw,no,12.92
21073,1999,station wagon,manual,102,3er,150000,petrol,bmw,no,21.83
